,sentiment,text
19550,0,@sammiepixie I know  I was told it might be a daily twit glitch..I think I need 2000 followers before I can start following people again..
19600,0,"Sat in van, waiting for people to turn up at the gamefair. "
19650,0,why are the link colors not changing? even though i edited them in settings? 
19700,0,"goin to bed , sorry. "
19750,0,"Had an awesome barbeque today, but I wish it wasn't 50 degrees all day  Miss the 80 degree Southern California weather."
19800,0," i've lost five followers, cause i don't update enough... well not recently"
19850,0,@Gabitron91 My partner bought it and he told me that it was more full on than Meet Your Meat and Chew On This...so I haven't watched it. 
19900,0,is leaving Rome today 
19950,0,Going over to a frnds house now to say gbye to his sis who's leavin fr london tonite.. Gbyes r hard 
20000,0,@heather2711 Good thing I didn't find any then  None of the ones I like come in my size. Stupid big feet 
20050,0,Today I am trying to catch up on work before tomorrows video conference marathon 
20100,0,And in carrying on a popular theme... Bad night!! But at least the air seems clearer now... Not always for the better 
20150,0,"@t_nutty y'all lucky, I'm so 2000 n late, hangin @ yur pad alone, neen doin his thang in his room, wish I was partyin wid u guys "
20200,0,@BeaMe101 not funny bea? 
20250,0,i think i have strep throat 
20300,0,Taking my best mate to the station as she's back off to Uni today 
20350,0,@druey afraid not 
20400,0,Cant believe that the bbc dont do the grand prix in HD 
20450,0,"I just made a banner for my Twitter, you can see it on several different websites.  I'm sad that I have to go back to school on Tuesday. "
20500,0,Omg wow!!!! Great night!!!!! Time to go home 
20550,0,@tweetchild  Clean Me!
20600,0,@gabbler And you sir; I'm choring too; ironing 
20650,0,"Im back Guys,, Laying in the hotel soooooo excited about so many things.!! But i havent heard from sweetface...  ...... :-*"
20700,0,Sun is beginning to set here. Becoming so lonely. 
20750,0,i have the fever of the hay 
20800,0,@marginatasnaily unfortunatly I'm workin 
20850,0,Being thankful I didn't bother going to watch the defensive horror show yesterday... 
20900,0,kory is drivin my car 
20950,0,"@EssinEm Did that once, but mine was HP Sauce   What a mess."
21000,0,@nighttimberwolf Last night together!  good night twitterers
21050,0,"@houryarch but you didn't end up going sadly  ... hope you feel better, xox"
21100,0,"@Moonchild66 i sleep on my right all the time and have a clicky shoulder as a result, "
21150,0,@marginatasnaily haha! yes she is. bloody time difference 
21200,0,I'm hating myself so much right now. 
21250,0,Half of exam papers are missing.  Need to phone uni tomorrow. Can't get a job without them :S
21300,0,Not a well puppy 
21350,0,@tweetchild  Clean Me!
21400,0,Portable cd player decided to give up the ghost just days before our holiday  Frantic search on amazon last night for replacement 
21450,0,eeeek!!!!  thunder and lightning.....  
21500,0,"i just got up and washed my hair, i'm still tired like hell "
21550,0,@adamm93  not  fun at all!!...i  have been up all gnith  watching rock of love bus lol
21600,0,@chewiella hahah yes i rushed to mikasounds but nothing  so disapointing
21650,0,"@TheseStarkWords haha, I was nomming at your honey nut cheerios! Punk was on for 10 secs and left? Maybe he doesn't like us anymore "
21700,0,is oh so tired 
21750,0,not feeling well enough to do anything today..ugh. I hate being ill. 
21800,0,"dude, i feel horrible  i hate being sick."
21850,0,@maadonna My inbox is at 5; but the to-do list is over 30 
21900,0,"I had a rough day,, i dont like fighting "
21950,0,"had a long day. sooo tired, and headache "
22000,0,@Natalia_Bella not much to buy now Woolworth closed down 
22050,0,@maliajonas got a lot on my mind keeps on bugging me 
22100,0,about to leave to the airporttt  bck to Melbourne. @judahchew hahaha I saw you today! Byes!
22150,0,@nesto Oh no! You can't un-cancel it? i think i gave you admin permissions on it... 
22200,0,Oh! It was raining in china grand prix too.. But race dosent stop for rain like cricket  (via @santoshp)
22250,0,@L_Hutch a rubbish old man pub. and was fosters  x 23
22300,0,Past the point of no return. This song is amazing but this part in the movie is so sad!  Christine you bitch!
22350,0,ughhhh schools tomarrow.  i never want this vacay to end. &lt;333
22400,0,"doesn't want India to go back to her dads tomorrow, im going to miss her so much.. "
22450,0,"@lisarice Yeah ... radio can be a little boring at times  You should try song.ly, and make up your own music playlist of songs!"
22500,0,@paulagd Seriously?? That bad 
22550,0, waking up to an inbox filled with more stuff to do.
22600,0,another awesome weekend coming to a close.. 
22650,0,Happy bicycle day! so devo'd didnt get on it 
22700,0,@doorofkukondo oh no!  I haved a nasty headache too. boke. 
22750,0,I don't want to sleep on the floor anymore  But I really can't bitch about it for another 3 weeks. Though I feel like it.
22800,0,It's going to be a uper busy day! Hosting a family event at my house- looks like rain  Afterwards practice set-up for craft show!
22850,0,Hey guys i have to work today 
22900,0,"&amp; don't put mouthwash in your eye,,, it stings!!! "
22950,0,@zilaya again? Aku mauuu. 
23000,0,"@cafflo You know what to do when you feel sleepy. But you're gonna need your sleep today tho, so dont do that. "
23050,0,@stellaphua HELLO ARSEY. im bored like shitazzzzs tooo  help me 
23100,0,Am bk in Uni 2mora  deadline rs arriving n times flying by i wish everything wud slow down so i can enjoy the time lft xxx
23150,0,Hates it when his mom and dad are fighting 
23200,0,i have a head-achey cold thing meeeh not good  but had fresh coffee and pancakes for breakfast so that cheered me up...a little
23250,0,@JBmyworldxx where'd you get tht from?? 
23300,0,@aditya they're forced to because of the sponsorship  Advertising bullshit
23350,0,sad it will be over soon  #asot400
23400,0,today is my last holiday day.....  
23450,0,@TherealNihal You know it's summer when I'm cooped up inside revising when it's gorgeous outside! 
23500,0,canceling picnic plans on very nice sunny weather 
23550,0,"@foreversleeper 99.9% no chance.  Ah well, I guess I shall rebuild it step by step! How are you today, dearest?"
23600,0,I think i missed up another stylista episode 
23650,0,i hate having a cold 
23700,0,I feel sooo sorry for my mom who fell down the steps at the alter boxing everything up after the wedding and dislocated her elbow. 
23750,0,@abilovesjesus I'm sorry.   Hope you get better soon!  Love you!
23800,0,"Got my new keyboard and the y,u,i,o and win keys doesn't work  what a bummer "
23850,0,"is getting sick  Looking forward to Tuesday, loves her best friend Ayoe and misses her cousin. Life is pretty damn good at this moment!!"
23900,0,@Maristtella and i just realized im an idiot because i didnt read that message right. u said followers not flowers. 
23950,0,"@shoesandbooks I married a spanish man so I'm staying for good (or until the diveorce xxpp) and we can't have a dog, we live in an apt. "
24000,0,"i think elenor is sick or incapable of swimming properly,she is lying in the bottom of her tank, petco "
24050,0,"I was trying to find a real picture of me to put on here, but I am hopeless  no good pictures........ *sighs unhappily*"
24100,0,"@Jennymac22 dunno but it so not good  wish i new who it was tho, as come on they dont even no me, haha"
24150,0,my back hurts  i have spanish to do now :|
24200,0,awake. project now  just had a really vivid dream I thought I was real
24250,0,Good morning all. I'm up WAY too early for a Sunday 
24300,0,#Kaspa85 it was hit and miss.  I think it worked for a maximum of a couple hours but it was laggy and died every now and then  #asot400
24350,0,"Good Morning Everyone!!! UGH, its a nice day and where am i going... to work! "
24400,0,@SineadMcFly because YOU turned off my alarm yesterday i have to suffer today 
24450,0,@srah_scottydog it would be a wonderful idea if my mum wasn't digging away in the garden...noise noise noise. 
24500,0,@chrisjackson84 at least it's not half one this time 
24550,0,ughhhhhhhh! so bored.. 1 coworkers on vacation &amp; another one quit. no entertainment! 
24600,0,Just woke up... Want to go back to bed!! Watching teevee! Todays Sunday and I get to go home... But don't want to go to school  text meee!
24650,0,can't go outside because it's raining 
24700,0,@lenaveronica where are u? 
24750,0,"@nah14 yes! i refused to get out of my bf's car, then the mall, then his room.. and now i because am away from all that, i have a fan. "
24800,0,Trying to figure this TWITTER thing out...I'm soo old....I feel like my dad trying to set the VCR clock 
24850,0,@taxgirl 3 yo? Oh heck no....WAY too young for a party of that sort...what message does that send to her? 
24900,0,@Ryanpiezo Where were you yesterday 
24950,0,My mouth feels incredibly awkward. God I want to be able to eat normally again 
25000,0,@Eskimimi they didn't have any alcoholic ginger beer in the Borough yesterday  Did you drink it all?
25050,0,i am so tired....oh my god....and my foot is killing me 
25100,0,@LauraOz i'm...okay... just really really sad... *sigh* 
25150,0,does NOT want to write this history paper 
25200,0,@JadeJeronimo Jade! What happened on the forums? Im gone for like a day and come back and its closed 
25250,0,"@Nellynoodler aw gosh yeah i bet it really sucks  hope they don't bother you too much! dinner party was gooood, hollie is a great cook! xx"
25300,0,"I'm Sad. I Didn't Get Tickets For The FOB Show In Atlanta On Thursday. I Want More Than Anything In The World To Go, And I Can't. "
25350,0,@MickyInTheSky ehm Holly Valance follows u?? unbelieveble 
25400,0,"getting packed...off to Texas for a week, too bad it's for work "
25450,0,"Sigh @TheBubs is down for a nap since we were up at 6am; me, I have a meeting in less than an hour at my house. "
25500,0,Getting ready for work ; 12-7 
25550,0,hi Phil went out to check the info on the cruise and the cruise sold out 
25600,0,Just got back from a walk in the park with Hadley. Had to cut the trip short due to a poopy diaper. 
25650,0,"It looks like I'm going to live in London for a few months, why not California "
25700,0,i now need a memory card reader 
25750,0,@CrystalDDG4EVA U know we love ya girl!! Wish I lived closer..but u already know that 
25800,0,Came downstairs this morning and was immediately hit with the unmistakeable smell of doggie diarea.  another 20 min. cleanup. Poor girl.
25850,0,@nrg07 iya kak. it's kinda sucks 
25900,0,my head is about to explode so no more updates for today 
25950,0,@JustRod202 from dancing 
26000,0,One of the machines took my money!!! 
26050,0,"this homework is far too hard, i feel like sitting and sulking like a five year old haha "
26100,0,cant be dealing with school tomorrow. 
26150,0,Had the worst dream. 
26200,0,Last day of vakay.  It went by too quickly...  
26250,0,A blessed Sunday morning 2 u all.  I didn't make it church this morning 
26300,0,"@macintom weird, are a couple of sites i can't access to day expatica.com being one of them "
26350,0,@WarrenWhitlock Thx &amp; Sorry to be missing you at http://lifeclassroom.tv  my schedule didn't jive this time round  Enjoy! #lastmasters
