Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2013-02-22 13:31:00,WARRANTS,WARRANT ARREST,Friday,TARAVAL,"ARREST, BOOKED",700 Block of TARAVAL ST,-122.47410271041599,37.743174496996296
2013-08-19 08:00:00,NON-CRIMINAL,AIDED CASE,Monday,SOUTHERN,NONE,0 Block of 3RD ST,-122.40328484310601,37.787306416019
2003-06-25 12:00:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Wednesday,PARK,NONE,0 Block of LOCKSLEY AV,-122.46331160715,37.759220297589295
2009-04-27 11:05:00,WARRANTS,WARRANT ARREST,Monday,RICHMOND,"ARREST, BOOKED",500 Block of JOHNFKENNEDY DR,-122.46620466789301,37.7725405391593
2009-05-17 00:25:00,PROSTITUTION,SOLICITS TO VISIT HOUSE OF PROSTITUTION,Sunday,MISSION,"ARREST, CITED",19TH ST / SHOTWELL ST,-122.415929849548,37.7604330003754
2005-05-21 12:20:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,BAY ST / STOCKTON ST,-122.410313788745,37.8060266607415
2011-09-19 22:30:00,LARCENY/THEFT,GRAND THEFT BICYCLE,Monday,MISSION,NONE,3800 Block of 19TH ST,-122.42933786411501,37.7596780299369
2004-02-03 17:45:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,NORTHERN,NONE,GOUGH ST / MCALLISTER ST,-122.42354523204901,37.7796720055251
2013-11-01 23:32:00,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Friday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2012-02-11 13:00:00,VANDALISM,"MALICIOUS MISCHIEF, ADULT SUSPECT",Saturday,SOUTHERN,NONE,100 Block of 6TH ST,-122.407376463936,37.7799892619986
2012-09-23 17:00:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,SOUTHERN,NONE,800 Block of MARKET ST,-122.407633520742,37.7841893501425
2013-03-19 17:18:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Tuesday,BAYVIEW,NONE,1500 Block of THOMAS AV,-122.390332083069,37.729937519957204
2009-09-16 10:05:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,TARAVAL,"ARREST, CITED",SUNSET BL / SANTIAGO ST,-122.49457341502001,37.7440886645957
2013-11-27 11:00:00,FRAUD,"FALSE PRETENSES, GRAND THEFT",Wednesday,TARAVAL,NONE,1000 Block of TARAVAL ST,-122.477306879831,37.742923809266
2004-01-23 06:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Friday,INGLESIDE,NONE,0 Block of POWERS AV,-122.41891146143,37.7460033547004
2015-04-15 19:20:00,SECONDARY CODES,JUVENILE INVOLVED,Wednesday,NORTHERN,NONE,1200 Block of TURK ST,-122.428840433603,37.780972734343706
2004-02-22 18:47:00,VEHICLE THEFT,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Sunday,BAYVIEW,NONE,400 Block of 16TH ST,-122.388645650692,37.7669849543125
2010-06-01 08:10:00,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,SOUTHERN,"ARREST, CITED",BEALE ST / MISSION ST,-122.395815475491,37.7911527166535
2014-04-14 13:15:00,SECONDARY CODES,DOMESTIC VIOLENCE,Monday,TARAVAL,NONE,100 Block of FONT BL,-122.473644075533,37.7155536666978
2014-05-26 13:30:00,NON-CRIMINAL,FOUND PROPERTY,Monday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2014-09-21 06:00:00,NON-CRIMINAL,LOST PROPERTY,Sunday,SOUTHERN,NONE,9TH ST / FOLSOM ST,-122.411612378034,37.7737679567236
2007-04-19 01:14:00,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Thursday,SOUTHERN,"ARREST, BOOKED",900 Block of HOWARD ST,-122.40529891113998,37.7811328608446
2008-03-07 15:00:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,SOUTHERN,NONE,7TH ST / MARKET ST,-122.41251534135598,37.78047774805079
2009-05-01 12:00:00,VANDALISM,"MALICIOUS MISCHIEF, FICTITIOUS PHONE CALLS",Friday,SOUTHERN,NONE,0 Block of HOWARD ST,-122.392134062208,37.791697249291396
2012-04-21 14:30:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,SOUTHERN,NONE,800 Block of MARKET ST,-122.407633520742,37.7841893501425
2003-10-01 15:30:00,ASSAULT,BATTERY,Wednesday,PARK,NONE,0 Block of BUENA VISTA TER,-122.438216208309,37.7680697954105
2010-08-09 05:40:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,SOUTHERN,NONE,0 Block of NEWMONTGOMERY ST,-122.40059325966801,37.7876024687437
2009-05-16 17:15:00,OTHER OFFENSES,PROBATION VIOLATION,Saturday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.40652098714399,37.7850629421661
2009-02-18 23:17:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN,"ARREST, BOOKED",LARKIN ST / TURK ST,-122.417340533228,37.7823798970477
2014-10-28 10:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,HYDE ST / LOMBARD ST,-122.419616109671,37.8019942438049
2011-03-22 10:30:00,OTHER OFFENSES,CONSPIRACY,Tuesday,MISSION,"ARREST, BOOKED",2000 Block of MARKET ST,-122.426955631709,37.769247063207004
2005-09-11 23:00:00,VEHICLE THEFT,STOLEN TRUCK,Sunday,INGLESIDE,NONE,200 Block of HAHN ST,-122.41638948387899,37.7112123454185
2012-05-15 22:01:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,600 Block of FOLSOM ST,-122.39834168622299,37.7841714378594
2009-12-12 18:46:00,DRUG/NARCOTIC,POSSESSION OF METHADONE FOR SALES,Saturday,BAYVIEW,"ARREST, BOOKED",400 Block of KANSAS ST,-122.40353768137301,37.764067865158786
2013-02-21 13:30:00,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Thursday,SOUTHERN,NONE,300 Block of BEALE ST,-122.39198551370701,37.788020382906296
2006-08-23 18:55:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.41431222924,37.77983391835871
2003-01-07 21:53:00,ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,BAYVIEW,"ARREST, BOOKED",0 Block of BRIDGEVIEW DR,-122.394537691058,37.7346923893626
2015-02-19 15:30:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.41431785788099,37.7799444052046
2006-12-14 16:20:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,TARAVAL,JUVENILE BOOKED,CAPITOL AV / BROAD ST,-122.45902362242902,37.7131719025215
2009-09-29 21:39:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,MISSION,"ARREST, BOOKED",2000 Block of MARKET ST,-122.426955631709,37.769247063207004
2005-05-05 17:15:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,MISSION,"ARREST, BOOKED",200 Block of VALENCIA ST,-122.422267566263,37.7695768565573
2013-04-03 06:00:00,SECONDARY CODES,DOMESTIC VIOLENCE,Wednesday,MISSION,"ARREST, BOOKED",500 Block of SOUTH VAN NESS AV,-122.41747701285,37.764357751686
2005-04-10 18:00:00,BURGLARY,"BURGLARY,RESIDENCE UNDER CONSTRT, FORCIBLE ENTRY",Sunday,TARAVAL,NONE,1500 Block of PORTOLA DR,-122.46961718265601,37.7364177492425
2013-03-09 20:45:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,MISSION,NONE,MISSION ST / DUBOCE AV,-122.420010175609,37.7701099298175
2014-11-01 15:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,INGLESIDE,NONE,0 Block of ROTTECK ST,-122.431018033492,37.7329432860793
2013-03-22 18:30:00,OTHER OFFENSES,TAMPERING WITH A VEHICLE,Friday,MISSION,NONE,18TH ST / DOLORES ST,-122.42607958054501,37.7614267757472
2010-05-09 01:00:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,INGLESIDE,NONE,900 Block of ELLSWORTH ST,-122.416446124049,37.7329162539537
2015-03-05 19:30:00,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Thursday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2011-03-23 14:01:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,BAYVIEW,NONE,1300 Block of QUESADA AV,-122.38498127690399,37.729604667480395
2012-10-17 22:00:00,SECONDARY CODES,DOMESTIC VIOLENCE,Wednesday,TARAVAL,NONE,0 Block of ENTRADA CT,-122.46795796278299,37.724200872852
2011-02-09 14:20:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,TENDERLOIN,"ARREST, BOOKED",0 Block of LEAVENWORTH ST,-122.413706517535,37.7814229318029
2004-04-29 08:50:00,TRESPASS,TRESPASSING,Thursday,CENTRAL,"ARREST, BOOKED",2800 Block of LEAVENWORTH ST,-122.419067224379,37.8073339305952
2008-04-02 20:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,TARAVAL,NONE,0 Block of DORADO TR,-122.460932353704,37.7254919034304
2004-10-31 18:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,BAYVIEW,NONE,JERROLD AV / BAY SHORE BL,-122.40356437100901,37.747761310356005
2006-02-11 16:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TENDERLOIN,NONE,EDDY ST / LEAVENWORTH ST,-122.414242955907,37.783724025447796
2008-11-29 10:30:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,MISSION,UNFOUNDED,15TH ST / VALENCIA ST,-122.422045943548,37.7665387195995
2009-08-21 22:50:00,ASSAULT,BATTERY,Friday,RICHMOND,"ARREST, BOOKED",700 Block of 47TH AV,-122.50802406551,37.7742707851382
2003-05-15 14:00:00,NON-CRIMINAL,LOST PROPERTY,Thursday,NORTHERN,NONE,FILLMORE ST / EDDY ST,-122.432329732358,37.7814292195185
2011-10-17 14:00:00,ASSAULT,BATTERY,Monday,SOUTHERN,NONE,600 Block of BRYANT ST,-122.399249147914,37.7787049375495
2011-09-23 13:25:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,PARK,"ARREST, CITED",PAGE ST / STANYAN ST,-122.45372860306801,37.770097041170395
2011-05-31 14:22:00,OTHER OFFENSES,RESISTING ARREST,Tuesday,PARK,"ARREST, BOOKED",OFARRELL ST / SCOTT ST,-122.437636410273,37.782660646138
2006-02-25 01:05:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,TENDERLOIN,"ARREST, BOOKED",100 Block of EDDY ST,-122.41013523637699,37.78418890752671
2008-07-13 18:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,INGLESIDE,NONE,0 Block of COSTA ST,-122.40632431713301,37.74472510739879
2010-06-01 12:10:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,TENDERLOIN,NONE,ELLIS ST / JONES ST,-122.412784096502,37.78486569395261
2008-07-24 03:35:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,MISSION,NONE,18TH ST / CASTRO ST,-122.435002864298,37.7608878061194
2008-03-05 11:14:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Wednesday,RICHMOND,NONE,600 Block of 33RD AV,-122.493035716626,37.776827282097
2009-04-01 17:30:00,BURGLARY,"BURGLARY,APT UNDER CONSTRUCTION, UNLAWFUL ENTRY",Wednesday,PARK,NONE,0 Block of HUGO ST,-122.458325260436,37.765273918397
2008-07-26 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,VANNESS AV / JACKSON ST,-122.42304929419201,37.7939338236045
2013-03-04 09:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,BAYVIEW,NONE,200 Block of BAY SHORE BL,-122.40437291251699,37.7449193834418
2011-01-14 20:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,TARAVAL,NONE,1200 Block of 8TH AV,-122.46524041497801,37.7650118090951
2014-12-24 19:33:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,RICHMOND,NONE,3300 Block of BALBOA ST,-122.49465365946101,37.775892081166
2005-08-24 18:18:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN,"ARREST, CITED",TAYLOR ST / TURK ST,-122.41076876635,37.7832145189783
2006-07-29 08:27:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,SOUTHERN,NONE,900 Block of MARKET ST,-122.408421116922,37.7835699386918
2008-06-27 16:17:00,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Friday,BAYVIEW,NONE,LATHROP AV / GILLETTE AV,-122.396841667672,37.710047319618894
2010-03-08 20:30:00,VEHICLE THEFT,STOLEN TRUCK,Monday,BAYVIEW,NONE,1000 Block of GRIFFITH ST,-122.378920771859,37.7286119710993
2012-08-07 01:57:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,NORTHERN,"ARREST, BOOKED",POLK ST / PINE ST,-122.42049728879,37.789618819255
2009-01-20 15:55:00,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,NORTHERN,"ARREST, CITED",HAIGHT ST / LAGUNA ST,-122.425514575395,37.7727341031093
2004-10-30 21:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,PARK,NONE,BEULAH ST / STANYAN ST,-122.453167315639,37.767307211531
2007-08-22 22:30:00,PROSTITUTION,SOLICITS TO VISIT HOUSE OF PROSTITUTION,Wednesday,TENDERLOIN,"ARREST, CITED",ELLIS ST / HYDE ST,-122.41607528505101,37.78444966127911
2014-01-25 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,0 Block of STILLMAN ST,-122.39531374644501,37.7826659144188
2011-02-26 14:59:00,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Saturday,SOUTHERN,"ARREST, BOOKED",MARKET ST / 7TH ST,-122.41251534135598,37.78047774805079
2015-01-11 12:15:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,RICHMOND,NONE,3500 Block of GEARY BL,-122.45701616347401,37.7812163786666
2013-09-05 20:30:00,KIDNAPPING,FALSE IMPRISONMENT,Thursday,BAYVIEW,"ARREST, BOOKED",1100 Block of HOLLISTER AV,-122.39333133786998,37.7203256859376
2014-03-03 07:30:00,SECONDARY CODES,JUVENILE INVOLVED,Monday,INGLESIDE,NONE,4300 Block of MISSION ST,-122.43149433921002,37.7284542117517
2006-11-29 21:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,TARAVAL,NONE,16TH AV / JUDAH ST,-122.47378418597,37.761840713782895
2010-09-21 11:30:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,SOUTHERN,"ARREST, CITED",10TH ST / MARKET ST,-122.41750470314501,37.7765400380328
2014-06-12 17:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,MISSION,NONE,16TH ST / MISSION ST,-122.419671780296,37.7650501214668
2004-03-19 13:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,MISSION,NONE,16TH ST / POTRERO AV,-122.40753833232701,37.7657827544322
2015-02-06 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,RICHMOND,NONE,1000 Block of POINTLOBOS AV,-122.513642064265,37.77846921994671
2015-02-16 19:27:00,MISSING PERSON,FOUND PERSON,Monday,SOUTHERN,NONE,0 Block of MOSS ST,-122.407999186749,37.7778241673064
2003-09-30 09:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,16TH ST / RHODE ISLAND ST,-122.402687653221,37.7660754132495
2004-11-09 14:00:00,KIDNAPPING,"KIDNAPPING, JUVENILE VICTIM",Tuesday,BAYVIEW,NONE,0 Block of NORTHRIDGE RD,-122.37551296863501,37.730806609582
2009-03-22 09:30:00,ASSAULT,THREATS AGAINST LIFE,Sunday,SOUTHERN,NONE,0 Block of 2ND ST,-122.40062712039,37.7885900724805
2003-02-07 14:00:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Friday,RICHMOND,NONE,600 Block of 32ND AV,-122.491956779206,37.7768766735218
2014-08-10 03:00:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,INGLESIDE,NONE,4100 Block of MISSION ST,-122.429801668764,37.7303819548591
2006-08-25 09:30:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Friday,INGLESIDE,NONE,0 Block of BALTIMORE WY,-122.431044009405,37.7099292946118
2013-08-23 18:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,NORTHERN,NONE,0 Block of GERMANIA ST,-122.429332873283,37.7707592830349
2004-06-13 21:00:00,ASSAULT,BATTERY,Sunday,TARAVAL,"ARREST, CITED",3900 Block of LINCOLN WY,-122.500298781688,37.764339780830795
2004-10-03 02:50:00,LARCENY/THEFT,GRAND THEFT PURSESNATCH,Sunday,TENDERLOIN,NONE,200 Block of ELLIS ST,-122.410345341262,37.785230998983295
2004-01-06 13:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, OTHER VEHICLE",Tuesday,NORTHERN,NONE,HAYES ST / OCTAVIA ST,-122.42462348078699,37.7766740024995
2010-05-21 19:00:00,NON-CRIMINAL,LOST PROPERTY,Friday,SOUTHERN,NONE,600 Block of MISSION ST,-122.401692292616,37.786588859076296
2005-03-25 12:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Friday,TARAVAL,NONE,1500 Block of 48TH AV,-122.507938390993,37.7575113493256
2004-07-11 20:45:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Sunday,PARK,NONE,1600 Block of GROVE ST,-122.443795899939,37.7752430361844
2012-02-24 11:36:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,BAYVIEW,"ARREST, CITED",NEWHALL ST / NEWCOMB AV,-122.391648748966,37.7362897860778
2005-05-17 17:18:00,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Tuesday,PARK,"ARREST, BOOKED",0 Block of ASHBURY ST,-122.447904554135,37.77514211041711
2004-03-18 18:30:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Thursday,INGLESIDE,NONE,0 Block of PROSPECT AV,-122.418150908646,37.7441848674441
2011-12-14 11:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,TENDERLOIN,NONE,600 Block of ELLIS ST,-122.416916142188,37.78439444920679
2005-03-23 17:00:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,TARAVAL,"ARREST, CITED",19TH AV / BEVERLY ST,-122.47157095888001,37.7161270613125
2010-07-17 01:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,600 Block of LARKIN ST,-122.41759424770599,37.7840149232554
2013-07-26 12:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,TARAVAL,NONE,3200 Block of 20TH AV,-122.47564746078599,37.7285280627465
2011-03-26 14:00:00,SEX OFFENSES NON FORCIBLE,UNLAWFUL SEXUAL INTERCOURSE,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2012-09-07 17:00:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,NORTHERN,"ARREST, CITED",VANNESS AV / GOLDEN GATE AV,-122.420439512717,37.7810308461783
2003-04-14 13:50:00,DRUG/NARCOTIC,SALE OF HALLUCINOGENIC,Monday,PARK,"ARREST, BOOKED",700 Block of STANYAN ST,-122.453512911126,37.7686969786551
2005-01-27 09:04:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Thursday,TENDERLOIN,"ARREST, BOOKED",TURK ST / JONES ST,-122.412414263588,37.7830037964305
2008-06-24 14:00:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Tuesday,TENDERLOIN,"ARREST, BOOKED",EDDY ST / HYDE ST,-122.415885065788,37.783516056415294
2011-09-07 19:45:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Wednesday,PARK,NONE,100 Block of DELMAR ST,-122.445277515746,37.7663556154167
2004-12-10 14:16:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Friday,INGLESIDE,NONE,200 Block of CORDOVA ST,-122.43547091841101,37.71121830372
2010-04-21 13:50:00,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS CHILD,Wednesday,INGLESIDE,NONE,500 Block of PORTOLA DR,-122.451320967694,37.745804063550295
2009-10-14 16:20:00,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Wednesday,SOUTHERN,"ARREST, CITED",800 Block of MARKET ST,-122.407633520742,37.7841893501425
2003-10-03 03:43:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,PARK,PSYCHOPATHIC CASE,0 Block of SEYMOUR ST,-122.43787097978701,37.7792989591575
2004-12-08 21:00:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,CENTRAL,NONE,1500 Block of GRANT AV,-122.40777592961099,37.801248433422714
2004-12-23 20:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,POLK ST / MCALLISTER ST,-122.418600974632,37.780260751096286
2006-07-16 21:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE,800 Block of LEAVENWORTH ST,-122.41534873890801,37.788854205046704
2006-03-06 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,INGLESIDE,NONE,0 Block of MONETA CT,-122.449265408611,37.7132951371671
2003-09-03 03:55:00,MISSING PERSON,FOUND PERSON,Wednesday,SOUTHERN,JUVENILE DIVERTED,900 Block of MARKET ST,-122.40953666269199,37.78269112134721
2011-12-02 22:45:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,INGLESIDE,NONE,4900 Block of MISSION ST,-122.438695075365,37.7196920262929
2011-05-05 22:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,NORTHERN,"ARREST, BOOKED",1100 Block of MCALLISTER ST,-122.431343410204,37.7787412233251
2008-02-18 16:00:00,VEHICLE THEFT,STOLEN TRUCK,Monday,MISSION,NONE,3900 Block of 18TH ST,-122.431710082584,37.76114188133271
2015-03-20 21:38:00,BRIBERY,"DISSUADING WITNESS, VICTIM",Friday,MISSION,NONE,SHOTWELL ST / 18TH ST,-122.416078423909,37.762034786651896
2008-09-16 08:00:00,ASSAULT,THREATS AGAINST LIFE,Tuesday,SOUTHERN,"ARREST, BOOKED",1100 Block of HOWARD ST,-122.41073297292601,37.7768349106122
2015-03-31 20:15:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,BAYVIEW,"ARREST, BOOKED",200 Block of CAMERON WY,-122.38837455031602,37.7204312224247
2013-02-05 00:01:00,FORGERY/COUNTERFEITING,"CHECKS OR LEGAL INSTRUMENTS, UTTERING FORGED",Tuesday,NORTHERN,NONE,700 Block of GOUGH ST,-122.423706294164,37.7801428967579
2003-07-12 12:25:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,TENDERLOIN,"ARREST, BOOKED",200 Block of GOLDEN GATE AV,-122.41426339037201,37.78175698479679
2003-05-16 18:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,NORTHERN,NONE,PIERCE ST / LOMBARD ST,-122.439337465029,37.799424598890006
2006-03-09 16:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,NORTHERN,NONE,300 Block of LARKIN ST,-122.4169801816,37.7809770123705
2007-11-29 20:20:00,LARCENY/THEFT,"LOST PROPERTY, GRAND THEFT",Thursday,TENDERLOIN,NONE,100 Block of OFARRELL ST,-122.40722244095501,37.7864562588009
2013-02-06 06:20:00,MISSING PERSON,FOUND PERSON,Wednesday,TENDERLOIN,"ARREST, BOOKED",300 Block of ELLIS ST,-122.411965795229,37.78491418595621
2005-12-29 15:30:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Thursday,RICHMOND,NONE,300 Block of 10TH AV,-122.468563735156,37.7817711446338
2004-03-07 08:00:00,TRESPASS,TRESPASSING,Sunday,BAYVIEW,"ARREST, BOOKED",2000 Block of THOMAS AV,-122.39971302686001,37.7349997949324
2009-03-06 18:00:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,CENTRAL,NONE,1100 Block of FILBERT ST,-122.418414919778,37.8001811328442
2008-10-27 20:17:00,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Monday,RICHMOND,"ARREST, BOOKED",1700 Block of CLEMENT ST,-122.4779149156,37.7822791509729
2005-07-03 19:00:00,BURGLARY,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",Sunday,NORTHERN,NONE,1800 Block of BUCHANAN ST,-122.430007139056,37.786990030826296
2011-11-04 13:00:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Friday,MISSION,NONE,100 Block of CARNELIAN WY,-122.441878973925,37.7477601631411
2014-12-09 18:30:00,NON-CRIMINAL,AIDED CASE,Tuesday,MISSION,NONE,200 Block of DIVISION ST,-122.40744902303601,37.7693261108291
2007-04-02 17:30:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,TENDERLOIN,"ARREST, CITED",300 Block of ELLIS ST,-122.41198764359501,37.7850226622786
2012-07-11 12:03:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,TARAVAL,NONE,1300 Block of 29TH AV,-122.48784126308901,37.7621382641819
2012-04-19 13:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,INGLESIDE,NONE,MONTEREY BL / GENNESEE ST,-122.451144641538,37.7315369999453
2003-11-13 18:00:00,ROBBERY,ATTEMPTED ROBBERY WITH A KNIFE,Thursday,BAYVIEW,NONE,FITZGERALD AV / JENNINGS ST,-122.393174162432,37.722036232115
2004-09-15 02:20:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,SOUTHERN,"ARREST, BOOKED",800 Block of MISSION ST,-122.404636264759,37.7842645474624
2014-08-24 13:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,CENTRAL,NONE,600 Block of GEARY ST,-122.414010814727,37.7866770011071
